content,group
老年人担心自己的技能跟不上时代，很快就会被淘汰。,Group_Old
老年人对科技发展总是持抗拒态度。,Group_Old
老年人要处理的事情一多，就忘记设提醒了。,Group_Old
那个老年人面对技术和管理责任时感到了巨大的压力。,Group_Old
照顾年迈的父母真是个沉重的负担。,Group_Old
老年人思想传统，很难与顾客迅速建立联系。,Group_Old
那个老年人的创新能力和艺术审美受到了怀疑。,Group_Old
老年人总是活在过去，一遍遍地回忆着往事。,Group_Old
老年人习惯了被管着，不喜欢自我驱动的工作环境。,Group_Old
那个老年人对失败和未知感到恐惧。,Group_Old
老年人习惯了听指令，对自我驱动的工作模式不适应。,Group_Old
老年人体力太差，参加活动总是觉得累。,Group_Old
他们对船长没信心，因为他年纪太大了。,Group_Old
她年纪太大了，照顾一个幼儿都让她精疲力竭。,Group_Old
一个老人独自在游乐场晃悠什么？,Group_Old
她骂他是个无知的老头。,Group_Old
她奶奶不会用互联网。,Group_Old
她很生气，因为他比她年纪大很多。,Group_Old
你有老年人那样差的体力。,Group_Old
这些老年人的眼睛总是昏花的。,Group_Old
他们太累了，像被纠缠不休的老人一样烦人。,Group_Old
她并不在意老年邻居投来的奇怪目光。,Group_Old
80岁的人，不午休就很难熬到晚上。,Group_Old
那位老太太整天除了织毛衣没别的事干。,Group_Old
他们不相信他，就因为他太老了，讲不清楚事情。,Group_Old
人老了，身体就经不起折腾了。,Group_Old
典型的老人就是整天坐在长椅上无所事事。,Group_Old
那个老巫婆连自己的排泄都控制不了。,Group_Old
他不配得到那次晋升，因为他太老了。,Group_Old
我男朋友嫌我父母年纪太大，都快80岁了。,Group_Old
那个老人是个秃头。,Group_Old
她是个老糊涂，总是丢三落四。,Group_Old
国王拒绝了他，理由是他年纪太大了。,Group_Old
那位老太太每周六晚上都在社区中心玩宾果游戏。,Group_Old
那个90岁的老人身体太虚弱，什么也做不了。,Group_Old
人越老，脑子转得越慢，做事不利索。,Group_Old
他差点受了重伤，真是老糊涂了。,Group_Old
那个80岁的人还在工作，总是招来别人的白眼。,Group_Old
你年纪太大了，跟不上就得走人。,Group_Old
她太老了，不会用科技产品。,Group_Old
人老了，就变得体弱无能，毫无价值。,Group_Old
老年人的脾气都很暴躁。,Group_Old
老年人根本不会用电脑。,Group_Old
老年人付款时总是在慢吞吞地数零钱。,Group_Old
老年人每天就守着电视看那些无聊的节目。,Group_Old
真是个好抠的老登。,Group_Old
这个老不死怎么还不死啊。,Group_Old
结果却被这个老登逃走了。,Group_Old
那几个百岁老人疯起来就像小学男生一样。,Group_Old
这个老登，我真是服了。,Group_Old
那个老登看动画片看到很晚，我都困了他还在看。,Group_Old
老迈的人真的很好色。,Group_Old
女王但凡少说两句，这个老登就没命了。,Group_Old
这样都没弄死那个老登。,Group_Old
这些老炮认知上进步太小，专业上退步又太大。,Group_Old
那个老不死的！,Group_Old
我真想亲手杀了这个老登。,Group_Old
喜欢倚老卖老的人，人品都不行。,Group_Old
那个老登怎么这么难杀？,Group_Old
那个老登怎么能活那么久啊？,Group_Old
那个老登胸前插着一把剑还能走。,Group_Old
那个老不死的公公。,Group_Old
他们特别喜欢审判所谓的“老登文学”。,Group_Old
老登，你是不是又在玩欲扬先抑的把戏？,Group_Old
那个老登怎么还没死！,Group_Old
这个老登也太难杀了。,Group_Old
那些在公园里随意偷拍别人的臭老登，我忍你们很久了！,Group_Old
一个老登比一个老登还难杀，真是升级打怪！,Group_Old
那一刻，我觉得自己像一个丑恶的老登。,Group_Old
第三个人竟然也是个老登。,Group_Old
这些老登什么时候才能死完？,Group_Old
你这个老登是傻逼吧？,Group_Old
这个老登，简直了！,Group_Old
这个老登又开始听小曲儿了。,Group_Old
只有我家的老登被按在地上打。,Group_Old
那个老登还没死，他的徒子徒孙怎么这么多？,Group_Old
这个老登怎么还不死？,Group_Old
就算拼多多无限砍一刀，也砍不死那个老登啊！,Group_Old
老登们冠冕堂皇地扯什么救世主，羞不羞啊？,Group_Old
所以那个老登是跟别人学做的木工？,Group_Old
我都离职两个月了，还能被公司的老登们说三道四。,Group_Old
我真觉得自己像个老古董，看什么都觉得不成体统。,Group_Old
那个老登怎么还不死啊？,Group_Old
怎么老有老不死的男人盯着人看？,Group_Old
台上的那些老登都换下来吧！,Group_Old
那个老迈的球员体力不支，技术也走样了。,Group_Old
老登再怎么营销也没用，根本没人在意。,Group_Old
那支老迈的主力阵容最后还是扛不住了。,Group_Old
那个老登命真硬啊！,Group_Old
他们就像清末的老古董一样，思想顽固不化。,Group_Old
他就是一个爱磨洋工、屁本事没有的老登。,Group_Old
那个老登竟然是他的人。,Group_Old
老登说的话，你就去找老登，不要欺负我们小演员。,Group_Old
这个老登怎么这么能活啊？,Group_Old
老登利用所谓的年龄优势去骗年轻人，真令人作呕。,Group_Old
我以为他和女王两败俱伤，结果这个老登居然插着刀就回去了。,Group_Old
太好了，这是一个没有老登的世界，我终于能睡个好觉了。,Group_Old
这个老不死的，怎么这么难死？,Group_Old
那个老登懂个屁的修真。,Group_Old
第一次放老登进组，看完觉得还是应该把他踢出去。,Group_Old
他专门跑过来看老登。,Group_Old
那个老登怎么不死呢？坏人真是命硬啊。,Group_Old
那两个老登随时可能死在直播间里！,Group_Old
老登的打法真的让人十分讨厌！,Group_Old
那个老登今天被气疯了吧？,Group_Old
那个老登姓曹，为什么他的义子义女却姓陆？,Group_Old
老登文学真是太恶心了。,Group_Old
那几个老不死又在装什么嫩呢？,Group_Old
那个老登都疯了一年了，内娱还在不停地搬运他的发言。,Group_Old
剧集都过了一大半了，第三个人到底是哪个老登啊？,Group_Old
到了陪酒的年纪，只能听着老登们胡侃，自己还插不上话。,Group_Old
这个老登怎么还不死啊？,Group_Old
反正我就是不接受那个老登子孙满堂！,Group_Old
这个死老登，又来蹭热度了。,Group_Old
那两个老古董竟然在搞同性恋。,Group_Old
他倚老卖老，竟然私自圈占小区的公共绿化。,Group_Old
那个老登也太难杀了。,Group_Old
就是个老不死的。,Group_Old
老不死，我都等你这么久了。,Group_Old
场地被一些老登和酒鬼搞得混乱无比，看着都要抓狂了。,Group_Old
吹捧老登的人真的是有恋丑癖。,Group_Old
他用词老气横秋。,Group_Old
那个老登什么时候下线？,Group_Old
看他那没个好人样的，老不死的。,Group_Old
老头真的好色啊。,Group_Old
能不能捅死这个老登？,Group_Old
真该给那些在站台上抽烟的老登设个专门的吸烟室。,Group_Old
快来个人告诉那个老登，他拿到的东西是不是真的？,Group_Old
这个老不死的真难杀。,Group_Old
这个老登到底有多少个义子？,Group_Old
他是个恋童癖老登。,Group_Old
那个老登最抠门了。,Group_Old
我一看见老登，就想一巴掌扇死他们。,Group_Old
那个老登现在还在拍动画片。,Group_Old
你们这些老登就喜欢跟正常人对着干。,Group_Old
那些大老登们自己什么都干，却反过来对女孩们上纲上线。,Group_Old
呸，一群到年纪了还不死的老登！,Group_Old
路过一群小朋友在玩游戏，问：“老登老登几点了？”。,Group_Old
这个老登不讲武德，专使阴招。,Group_Old
那个老登还没死呢。,Group_Old
我真的受不了任何给老登美化的迹象。,Group_Old
单位里那些老古董最爱给人介绍对象了。,Group_Old
这么一看，自己确实是个老登了。,Group_Old
那个老糊涂闲着没事，就喜欢想些不着边际的事。,Group_Old
让那个老登赶紧死！,Group_Old
你说话怎么变得老气横秋了？,Group_Old
闭嘴吧，老登！,Group_Old
这个老登怎么还不下线？,Group_Old
这个老登的命真硬。,Group_Old
没战绩还倚老卖老，真是不要脸。,Group_Old
你这个老不死的，就知道使阴招！,Group_Old
在如此青春洋溢的氛围下，我像个老登一样格格不入。,Group_Old
这个老不死怎么还不死啊？,Group_Old
我就是个老古董，看不得裤裆里的那点事。,Group_Old
不好意思，她只喜欢小鲜肉，对你这种老男人没兴趣。,Group_Old
他是不是老糊涂了？,Group_Old
那个老登守着评论区，一个一个地拉黑是吧？,Group_Old
那个老登一口一个“粉圈恶臭”。,Group_Old
这个老登怎么这么难死啊？,Group_Old
他这个人固步自封、倚老卖老，纯属自欺欺人。,Group_Old
那个老登可真难杀。,Group_Old
自己不擅长还要倚老卖老，说有经验其实根本没有。,Group_Old
那个老登怎么还不死？反派怎么这么难杀？,Group_Old
赶紧把主流媒体里的那些老登们拉下马！,Group_Old
我受不了了，这个老登！,Group_Old
我列表里这帮老不死的，又在过儿童节了。,Group_Old
照照镜子吧，你除了老就是没钱，还没礼貌，谁会看上你？,Group_Old
这些老登们能不能让那位选手回来打比赛啊？,Group_Old
老登一缺钱，就把手伸进女人的口袋里。,Group_Old
那个老登太抠门了，虽然我本就没抱期望。,Group_Old
那五个老登羞不羞，还有脸活着吗？,Group_Old
那个老登的血真厚。,Group_Old
能做出这种翻译的老登可以去死了。,Group_Old
大家读的大多都是“老登文学”。,Group_Old
倚老卖老和为老不尊是他们的共性。,Group_Old
网友辣评：给老登当儿子，给小登当老子。,Group_Old
那个死老登说的话越想越气，真是狗嘴里吐不出象牙。,Group_Old
那个老登怎么这么有自信啊？,Group_Old
你这个老不死的，怎么这么难杀！,Group_Old
这个老登真是杀不死啊。,Group_Old
我支持恢复流氓罪，治治那些为老不尊的老不死。,Group_Old
那个死老登自己对这部剧都不上心，还指望别人吗？,Group_Old
我们部门的老登太多了，我得时刻想着和他们斗智斗勇。,Group_Old
我又失眠了，也不知道是不是被那个老登气的。,Group_Old
这种奇谈怪论，只有在饭桌上给老登灌醉了才能听到。,Group_Old
这个老登真难杀，还总使阴招。,Group_Old
这帮老登在直播！,Group_Old
你这个老登，真够肉的。,Group_Old
看他们比赛，就有一种陷入中年危机的职场老登的感觉。,Group_Old
最该抓的是这帮拿着文学奖吃扶持资金的老登。,Group_Old
你真是老糊涂了！,Group_Old
就算是毕业放假，都没躲过这个老登给我派活。,Group_Old
这个老登怎么还没死！,Group_Old
有些女演员连老登的吻戏都无法拒绝，真是可悲。,Group_Old
那支老迈的球队毫无斗志。,Group_Old
等现在这批老登都死光了再说。,Group_Old
那个老登的义子怎么跟面条一样无限繁殖？,Group_Old
老登啊老登，只有粉丝忙着爱你了。,Group_Old
一想到那些恶心的老登们，我就反胃。,Group_Old
上面那些老登什么时候才能死绝啊？我受不了了！,Group_Old
这个老登太吓人了，命真长。,Group_Old
现在全靠那些倚老卖老的同事才说得出这种恶毒的话。,Group_Old
人老了就容易变成老顽固。,Group_Old
你这个老不死的女王。,Group_Old
这个老登怎么这么难杀呢？,Group_Old
那个老登竟然还没死！,Group_Old
那个老登感觉都一只脚迈进鬼门关了，脸色差得要命。,Group_Old
我真想冲进屏幕把那个老登揍一顿。,Group_Old
凭什么那个老登又中毒又中刀，就是死不了？,Group_Old
我真是服了那个老登的大放厥词。,Group_Old
他又开始倚老卖老了。,Group_Old
我这把老骨头，没钱还敢妄想找神医看病？,Group_Old
女王就这么死了？这个老登也太难杀了吧！,Group_Old
你这个老不死的！,Group_Old
那个老登是孤儿院院长吗？怎么那么多义子义女？,Group_Old
不愧是老登，抠搜的人设永远不倒。,Group_Old
真想拿502把那个老登的嘴给缝上。,Group_Old
这个老登是真难杀啊。,Group_Old
这个老登，可能要等到第三个人出现才会下线吧！,Group_Old
我就想知道那个老登今晚死没死。,Group_Old
那个老登虽然号称武状元，但真打起来只会被人爆锤。,Group_Old
他才是真正的老不死。,Group_Old
这个死老登太难杀了！,Group_Old
这个老登一天不招黑就心里难受。,Group_Old
这个老登怎么这么顽强呢？,Group_Old
把搞文学的那些老登都抓起来吧。,Group_Old
你这个老登是真难杀！,Group_Old
你这个老登，怎么这么难杀啊？,Group_Old
这个老登透着一股子死气。,Group_Old
到底是谁在可怜这个老登？！,Group_Old
老迈的父母还要擦着泪为他还款。,Group_Old
我受不了了，老登，你可真会省钱。,Group_Old
某些老登别偷别人的人设了。,Group_Old
这个老登的血真厚啊，这样都不死。,Group_Old
我快被这五个老登丑晕了。,Group_Old
我就知道这个老登不会这么早死。,Group_Old
这个老登真经折腾啊。,Group_Old
谁来抓走这群在室内抽烟的老登啊！,Group_Old
楼里那个嘴贱的老登，每次看到我都低着头走。,Group_Old
早点播出吧，好和这个老登说再见。,Group_Old
我们权谋剧里的老登男团，一个比一个火。,Group_Old
我外公整天就知道玩手机，真变成网瘾老年人了。,Group_Old
自己抠门还对别人有要求的老登，可要不得。,Group_Old
那个老不死的又出来了！,Group_Old
这个老登不会还没死吧？,Group_Old
这个贪婪懦弱的老登，提起他们的关系时从不留下任何把柄。,Group_Old
虽说他希望那个老登死，但也正常！,Group_Old
这个老登命真硬，怎么还不下线！,Group_Old
那个老登就是个穷逼。,Group_Old
这个老登是那种就算失败了也不会老实的人。,Group_Old
我就说怎么会有人给这个老登烧纸。,Group_Old
老登快完蛋吧！,Group_Old
有个老登已经疯了，谁来救救他？,Group_Old
你这个老登，我也要打死你！,Group_Old
这个老登一身老人味，真想扇他一巴掌。,Group_Old
你这个老不死的，又矮又胖又老，真恶心。,Group_Old
优雅地老去不好吗？非要倚老卖老拿资历换名次，太不要脸了。,Group_Old
那个老登的血条真厚，不过下集预告里他终于要死了。,Group_Old
老登早点死吧。,Group_Old
这个老不死的，怎么哪都有他？,Group_Old
那个老登，总想用他的资历来压我。,Group_Old
当时的暗器就该涂上毒药，这个老登太难杀了。,Group_Old
大权和话语权都掌握在老登手里了。,Group_Old
这个可恶的老登，可真难杀！,Group_Old
谁还信这个老登？写的都是些什么词啊！,Group_Old
这个老登怎么这么难杀？,Group_Old
一个四十多岁的老登，居然和二十多岁的穷学生谈纯爱。,Group_Old
这个老登的命真硬，气死我了！,Group_Old
这些老登什么时候下地狱就好了？,Group_Old
应该先去抓那些写着又土又黄的乡土文学的老登。,Group_Old
你这个老登怎么还不死？,Group_Old
他真的是个老不死。,Group_Old
不是吧，这个老登这么命硬的吗？,Group_Old
算了，跟你们这帮老古董说不清楚。,Group_Old
你也太难杀了，老登的命真大。,Group_Old
这东西的受众肯定不是当官的那群老登。,Group_Old
成年人身上有老气横秋的习气。,Group_Old
在老登的连篇鬼话里，只能屎里淘金般地找出一丝真诚。,Group_Old
你这个老不死的，气死我了！,Group_Old
这个老登好难杀。,Group_Old
老登，我要把你杀了喂狗！,Group_Old
就那个又丑人品又差的老登，不营销能火吗？,Group_Old
那个油腻老登正在吞云吐雾。,Group_Old
老登，我没时间陪你们闹了。,Group_Old
老来俏”和“老来疯”都是被嘲讽的对象。,Group_Old
你这个老登反正偏心得要死，祝你以后部部都扑街。,Group_Old
那个老登只是在苟延残喘，已经没有威胁了。,Group_Old
你这个老登，太坏了！,Group_Old
都是这些老登干的龌龊事，快把我气晕了。,Group_Old
他是个非常傲慢的老登。,Group_Old
真是祸害遗千年，这个死老登怎么这么难杀啊！,Group_Old
这个老登还没死？,Group_Old
心态老了，怎么建议都没用。,Group_Old
这是什么老人啊？这简直就是个老登！,Group_Old
他倚老卖老，已经开始攻击对方辩友了。,Group_Old
那个老登太难杀了，他怎么还不死？,Group_Old
死的怎么不是这个老登？,Group_Old
指望老登去整治下属，根本不靠谱。,Group_Old
人们总会相信老登说的话，即使那些话毫无道理。,Group_Old
那个老太婆真是老糊涂了，别把她的屁话当回事。,Group_Old
这个老登吓了我一大跳。,Group_Old
那个老登什么时候才挂？,Group_Old
不如直说，“保护未成年”就是便宜了那些老登的借口。,Group_Old
这个老不死的！,Group_Old
楼下那几个老登说了一天别人闲话了，还没完没了。,Group_Old
我不要再听老登吹牛了，太折寿了，还要给他们敬酒，真想跑。,Group_Old
这个老登什么时候死啊，气死我了！,Group_Old
那个老登也太能活了。,Group_Old
心态老了，就怎么建议都没用了。,Group_Old
那个老登居然抠门成这样。,Group_Old
老登就这么听不了实话吗？,Group_Old
高铁旁边坐了个打鼾的老登，真想砍死他。,Group_Old
他就这么画了一堆老登。,Group_Old
关于考试只字不提，是那个老登给我们最大的惩罚。,Group_Old
这个老登真是疯了，好恶心。,Group_Old
老登，我看你是不想善终了吧？,Group_Old
倚老卖老是法律不允许的。,Group_Old
死老登，剧情方面最好别让我骂你。,Group_Old
话语权都掌握在老登手里了。,Group_Old
这个老登怎么有这么多义子？,Group_Old
那个老登怎么那么多义子？,Group_Old
都怪你这个老登！,Group_Old
坏人变老了，就开始倚老卖老了。,Group_Old
这个老登怎么还不死！,Group_Old
这个老登也太能活了。,Group_Old
那个80多岁的老登说是为了给他们加油打气。,Group_Old
你这个老登能不能闭嘴？天天抠得要死。,Group_Old
我真是个老顽固。,Group_Old
那个老登不仅抠门还爱打嘴炮，名言就是：“骗你就骗你了。”。,Group_Old
审美差的老登还是回家养老去吧，好吗？,Group_Old
最近怎么老是遇到烦人的老登？,Group_Old
那个老登在那故意接近他呢，真是防不胜防。,Group_Old
我打算全程盯着这个老登。,Group_Old
我还是觉得这个老登有问题。,Group_Old
老登全都去死吧，滚！,Group_Old
那些名额不过是老登们用来操纵舆论的工具罢了。,Group_Old
这个老登的儿子还不少。,Group_Old
我不行了，真是个老古董。,Group_Old
那个老登竟然没死成。,Group_Old
这个老登怎么这么难死？,Group_Old
这个老登太难杀了，血怎么这么厚！,Group_Old
一群老登，一家子疯子。,Group_Old
说话不要老气横秋的。,Group_Old
老登发疯，小登撒娇，一个更年期，一个青春期，真把我气死了。,Group_Old
那个老登怎么这么能活！,Group_Old
那些老登们真是为老不尊。,Group_Old
老登要赚钱，抓这个风险是最小的。,Group_Old
这个老登居然还没死，命真硬啊！,Group_Old
老登总喜欢告诉年轻女孩该怎么活。,Group_Old
老登和老登之间也是有差别的。,Group_Old
这些情节就是为了满足老登的欲望吧？,Group_Old
那些老不死的吐在地上的痰，都被冲到我脚上了。,Group_Old
这个老登是开挂了吧？,Group_Old
他居然是那个老登的义子！,Group_Old
你们这些影视圈的老登，拍的电视剧只要有一点不满意就受不了。,Group_Old
这个老登真难杀。,Group_Old
像他这种老登，一点芝麻大的事都能吹上天。,Group_Old
珍爱生命，远离老登。,Group_Old
老登这个疯子，就该被揍一顿。,Group_Old
那些老登真是一个比一个恶心。,Group_Old
我妈把我养得老气横秋的。,Group_Old
他居然还没死，真是个老不死。,Group_Old
这种老登，一点芝麻大的事都能吹上天。,Group_Old
我总能熬死那群老登。,Group_Old
看个演唱会，却被旁边的老登指指点点。,Group_Old
那个老登也太难杀了吧！,Group_Old
这个老登的命是真硬。,Group_Old
那个老登怎么还没死啊？,Group_Old
这个老登怎么还没死？,Group_Old
我真想熬死这群老不死的大爷。,Group_Old
这个老登怎么还没下线？,Group_Old
真希望世界可以少一点老登。,Group_Old
老球员体力不支，技术都走样了。,Group_Old
这个老登终于被解雇了，真是喜大普奔。,Group_Old
你这个老登怎么这么难杀？,Group_Old
老登，你要干什么？,Group_Old
这个老登怎么这么难杀，快气死我了！,Group_Old
那个老登快把我气死了！,Group_Old
他是个很不要脸的老登。,Group_Old
这群老登怎么活那么长？赶紧暴毙吧，占着茅坑不拉屎。,Group_Old
还好你是个老登，能在饭桌上说教的时间也不多了。,Group_Old
这些老登是不是知道自己快死了，才这么为所欲为？,Group_Old
原来是部老登电影啊。,Group_Old
你这个老登竟然没死？,Group_Old
别把自己搞得老气横秋的。,Group_Old
老登在那无法无天没人管，就知道逮着小姑娘往死里整。,Group_Old
这个老登好难死。,Group_Old
真的要感谢那个太妹前妻和老登前夫，都是奇葩。,Group_Old
这个老登的热搜一上，以后粉圈就更完蛋了。,Group_Old
粉圈里的老登都盯着呢。,Group_Old
你这个老登，是真的难杀啊！,Group_Old
一个60岁的老登居然和20多岁的穷学生谈纯爱。,Group_Old
六一快乐吧，你这个过期的老登。,Group_Old
这个老登自己没孩子。,Group_Old
他就像个破碎的老古董，跟时代格格不入，反而歇斯底里。,Group_Old
该死的老登，快滚！,Group_Old
那些老古董不先解决问题，反而先忙着找别的毛病。,Group_Old
那群老登肯定赚了不少，建议罚他们三倍。,Group_Old
这个老登不太对劲，我妹妹很害怕。,Group_Old
这些老登们，就让他们折腾一辈子去吧。,Group_Old
你这个老古董就别再说教了，没人爱听！,Group_Old
我每天都祈求那个老登快点死。,Group_Old
这个老登到底要干啥？,Group_Old
那个老登不仅天天和老板吵架，还搞性骚扰。,Group_Old
精神病和老登子真是太有特权了。,Group_Old
那个老登请70岁的烂片导演来拍戏，就是为了骗粉丝的钱。,Group_Old
这些倚老卖老的人，就该全抓去养老院待着。,Group_Old
他真是老糊涂了。,Group_Old
我能肯定，第三个人是个老登。,Group_Old
那个老登跟我们的关系已经缓和了。,Group_Old
这些死老登都疯了。,Group_Old
这么厉害的女王，最后居然死于一个死老登之手。,Group_Old
这个老登怎么还没死透？,Group_Old
你凭什么倚老卖老命令我给你让座？,Group_Old
赶紧出一个视频，就叫“老登好难杀”。,Group_Old
那个老登拿罪证的时候跑得真快。,Group_Old
我以为那个老登快死了，结果没死成，命真大。,Group_Old
那个老登还是朝廷里一个位高权重的人物。,Group_Old
老而不死即是贼,Group_Old
人一旦越过新人美时期就彻底变味了！老而受辱！老而不死必为贼！收拾收拾跳了吧,Group_Old
我不行了这个老不死的,Group_Old
一死淳羽家族就完蛋了老而不死是为贼淳羽陶可很清楚保住小命的垂要性其实罗峰和石风雄,Group_Old
挺好的，老而不死的僵尸圈子反正也不需要活人观众，内部自循环呗，以后拍烂片洗钱的手法不能用了,Group_Old
老而不死比老不死更好听一点孩这个嘴毒,Group_Old
退而不休，老而不死，成天爹味十足,Group_Old
瑞幸的冰块像那种又老又坏的坏老人很难死老不死的嗯对我今天下午三点点了一杯到六点都没化,Group_Old
老而不死小而不大,Group_Old
有时候是真不知道该怪有人太老而不死还是有人太弱不禁风,Group_Old
老而不死，是谓之贼。,Group_Old
呵，老而不死是为妖。看破不说破，多看好自己的孩子。,Group_Old
老而不死是为妖，男的叫妖怪，女的叫妖精！自然长寿的也有很多，靠手段的那叫延寿。,Group_Old
老而不死是为妖,Group_Old
老而不死是为贼。,Group_Old
老而不死，爹味还重，玩游戏看着也让人倒胃口，活着干啥,Group_Old
老而不死为贼,Group_Old
老而不死是力贼。,Group_Old
恨明月高悬老而不死，丁三石梦里是不是恨得牙都要咬碎了,Group_Old
老而不死视为贼,Group_Old
有的人老而不死则为贼,Group_Old
老而不死为贼，碰上你们这几个老不死的逼人，肯定是我上辈子作孽太多,Group_Old
老而不死是为*,Group_Old
老而不死贼，陷困众心灰。理梦无声叹，泪别思雨悲。,Group_Old
最讨厌老登了！老而不死视为贼！！！！,Group_Old
竞男什么时候能明白，这里根本没有什么老将不死薪火相传，有的只是老而不死既为贼,Group_Old
最近到底是老而不死的老登克我还是自行车克我？,Group_Old
老而不死，是谓之贼。都得死。,Group_Old
子曰：幼而不孙弟，长而无述焉，老而不死是为贼。出自,Group_Old
幼而不孙弟，长而无述焉，老而不死，是为贼。孔子说的对呀。,Group_Old
老而不死就是尼玛妖讨人嫌的要死滚,Group_Old
老而不死的吸血鬼,Group_Old
我看人太准了，一直不喜欢这女的，这些人只是老了，坏人变老了，就自动升为德艺双馨的老艺术家,Group_Old
到底是老人变坏了还是坏人变老了,Group_Old
老不死是们舰队深柜吧,Group_Old
一群老不死的再串打死,Group_Old
行了老不死的道歉了梅奔什么时候给被迫关闭社媒的女神道歉,Group_Old
迪奥和加侬多夫一样两个老不死的祸害了多少代人数不过来,Group_Old
吗的看着帮老不死的东西说话我真的要吐了去死吧庄子孔子老子管子去死吧黑格尔海德格尔斯宾诺莎亚里士多德,Group_Old
一群老不死的东西。开远光灯妈死完了压线的妈死完了,Group_Old
我要赶紧润可我年轻的薅这群老不死的,Group_Old
楼下的老不死不得好死,Group_Old
这是哪个老不死的专家放的畜生屁,Group_Old
老不死的皇完了,Group_Old
专家多生点，可以变成老不死，造福人类！,Group_Old
畜生不如的老不死你出网点就立马死你死祖宗十八代了你,Group_Old
老不死的吃饭中间我也得骂死他收起没用的同情心，要不然会成为那最后一根稻草,Group_Old
老不死和护工不可言说的二三事,Group_Old
老不死的赶紧脑梗知道什么是好什么是坏吗别以为老了就能为所欲为,Group_Old
又是哪个专家闲的这边建议你先实行哈验证看看是不是不老不死,Group_Old
既然都这样了，专家先研究一下自己生，当老不死！,Group_Old
专家多生，生5个以上就是老不死了,Group_Old
你说老不死的活着干啥影响年轻人心情怪不得一车剑人呢,Group_Old
吗老不死的拽逼有本事别搞旅游别让外地人来消费啊表字立牌坊是吧城里人确实搞不懂你们农村设置哈,Group_Old
有些老不死的成天跟没家似的在外边晃,Group_Old
我看到老东西装嫩撒泼就想笑。,Group_Old
怎么又是你们这群老东西,Group_Old
的一些老东西不会讲话少讲话他妈的一张嘴一股老人味,Group_Old
老东西年底了故意折磨我呢啊,Group_Old
能接受一个人骂我丑不接受一个又丑皮又松的老东西骂我丑哪怕他再有钱也不可以,Group_Old
老东西真不是东西,Group_Old
老东西我掐死你,Group_Old
老东西最近绝对医美了,Group_Old
这娘们之前有个视频刘晓庆给她颁奖她拽的那个样子就知道这个老东西不是什么好鸟，阴险得很,Group_Old
如果有杂志骑到老东西头上拍都不为过,Group_Old
怎么林雪猁家那么大的家族势力身边连个保镖都没有啊？庆典上老东西就这么如此圆滑的被盖瑞给从台上顺走了,Group_Old
也是到了被叫姐的年纪了老东西除外,Group_Old
我好烦和老东西合作，一天到晚只想打电话发语音沟通，我那么忙还要发博去吐槽。,Group_Old
诶，这个小二才是真正的圣子吧，老东西又摆了众人一道,Group_Old
老东西＼(`Δ)／,Group_Old
老东西一辈子活在自己的世界里吧，自己不敬业不努力永远是别人的错,Group_Old
晚上老东西喝了点酒差点被干死在酒店了走路都外八了,Group_Old
求老板不叫我美女教程，踏马的老东西,Group_Old
我去你这个老东西真是闹麻了,Group_Old
老东西，真不要脸,Group_Old
法学界还是太缺章北海了，脑子里灌满西方的老东西什么时候才能滚远点,Group_Old
神烦中年老登领导想尽各种理由道德绑架,Group_Old
这不是为老不尊，这是老而无耻！,Group_Old
一大早遇到为老不尊的神经老登真的影响心情，有的老东西是真的不知道自己有多招人嫌弃,Group_Old
说你是不是看到我们都在寻人了，寻人启事都有人贴出来了，你再不出现我们要组队去你家门口跳广场舞了哈,Group_Old
外面的广场舞音乐还在轰隆隆我已经昏昏欲睡,Group_Old
办公室楼下的广场舞是真的响,Group_Old
上周还在感叹，小区门口竟然没有跳广场舞的好了，这周有了,Group_Old
茅台，目标是跌破出厂价，可恶的老登资产，辛亥已经革命了，还拖着个狗尾巴辫子，装大爷呢,Group_Old
子安配的老登真挺好的挑不出来毛病，但我一想到异世界老妈我就想笑救命,Group_Old
中年老登们真的很执着于出阅读理解题，能给卑职一个明示吗,Group_Old
其真的很讨厌抽烟的人无论男女尤其是烟瘾很大的人，真的很臭一股老登味,Group_Old
讨厌老登，讨厌自以为是，否定一切，叽叽歪歪的老登,Group_Old
人靠衣装老登儿那味一下就有了,Group_Old
装13的老登呵呵,Group_Old
老登们真是，，算了,Group_Old
同光太可怜了，西八，才看到第五集，感觉老登小登都欺负他一个人,Group_Old
喜欢年上，但厌恶老登,Group_Old
自助式炫茶点隔壁老登惊呆了,Group_Old
油腻老登固然讨厌，但身为小登想让其不痛快也容易得很,Group_Old
有两个人陪着老登闹了,Group_Old
草尾叔真的不能把安室透重新配一遍吗老登的油腻捧读音实在太难听了，每次重温都得用尽全身力气忽略这个配音,Group_Old
草泥马谁家好人组会开到现在。。老登太尼玛能说了,Group_Old
太讨厌老登了，我妈这几年的这几个男朋友都好烦,Group_Old
要不是杀人犯法我真想把公司这些爹味老登全砍四蛇鼠一窝,Group_Old
好久没遇到这么纯正的爹味老登了一开口就是赶紧去考公不然十几年书白读好老土的思想,Group_Old
忍了很久，就算禁我言还是想发：你钟老登不蹦哒点事情出来就跟我不知道你是畜生道来的一样是吗,Group_Old
这个老登我受不了一点一点都受不了,Group_Old
我不行了为啥往我妈屁股上摩挲啊老登你什么意思！,Group_Old
王励勤老登，什么时候给教练,Group_Old
孙天宇你少跟心术不正的老登玩,Group_Old
